Age,Gender,Previous_Grade,Attendance,Study_Hours_PerWeek ,Major,Uni_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Stress_Levels,Uni_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Physical_Activities,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Grade
21,M,B,95,8,Engineering,,,Medium,No,Low,High,Negative,Low,78,No,6,Unhealthy,High,,Yes,Yes,Visual,No,,Medium,B
22,F,B,89,8,Law,Private,Medium,High,Yes,Medium,High,Neutral,Medium,93,No,7,Unhealthy,Low,7,No,No,Visual,Yes,No,Medium,B
20,F,C,100,16,,Public,High,Medium,Yes,Low,Medium,Positive,Low,46,No,4,,High,3,Yes,No,Kinesthetic,Yes,No,High,A
22,F,B,78,8,Medicine,Public,Low,Medium,Yes,High,Low,Negative,Medium,73,,4,Unhealthy,Medium,3,No,Yes,Visual,Yes,No,High,A
19,F,C,83,6,Science,Public,High,Low,Yes,High,Medium,Positive,,23,,5,Healthy,Medium,9,Yes,Yes,Kinesthetic,Yes,No,High,A
21,M,,80,19,Law,Private,Low,High,No,High,Medium,,Medium,78,Yes,7,Healthy,Low,4,Yes,Yes,Visual,,No,Low,C
21,M,C,82,11,Science,Private,Medium,,No,High,High,Positive,Medium,23,Yes,8,Healthy,,7,No,,Kinesthetic,,,Medium,B
,F,A,90,13,Engineering,Private,Low,Low,No,Low,High,Negative,,55,No,7,Unhealthy,Medium,3,Yes,Yes,Kinesthetic,No,Yes,High,C
21,M,B,73,19,Business,,Medium,Low,Yes,Medium,Medium,Negative,Medium,84,Yes,,Unhealthy,Medium,7,Yes,No,Kinesthetic,Yes,Yes,Low,B
22,F,A,83,16,Law,Public,Low,Medium,No,Low,High,Neutral,High,100,Yes,5,Balanced,Low,,No,Yes,Auditory,No,No,,A
,F,A,83,11,Law,Public,,High,Yes,Low,High,Neutral,High,26,,5,Balanced,Medium,6,No,Yes,Visual,Yes,No,Medium,A
18,M,C,71,18,Engineering,Public,Low,Low,Yes,High,Low,Neutral,High,78,No,7,Balanced,Low,7,No,Yes,Auditory,No,Yes,High,C
21,M,B,74,5,Arts,Private,Medium,Low,,High,High,Positive,Medium,64,Yes,5,Unhealthy,Medium,3,Yes,No,Kinesthetic,No,No,Low,B
19,M,B,,6,Engineering,Private,Low,Medium,No,Low,Medium,Positive,Low,89,No,8,Unhealthy,High,9,Yes,Yes,Auditory,No,No,High,A
21,,,84,5,Arts,Private,Medium,,No,Medium,High,Neutral,,48,No,8,Balanced,Medium,4,Yes,Yes,Visual,No,No,Low,A
20,F,C,99,,Science,Private,Medium,Medium,Yes,Low,Low,Neutral,Low,28,Yes,4,Unhealthy,Low,5,No,Yes,Kinesthetic,No,No,High,A
20,M,B,,20,Business,Private,High,High,Yes,Medium,Low,Neutral,Medium,56,No,8,Unhealthy,,,No,Yes,Kinesthetic,Yes,Yes,High,B
22,,A,96,12,Medicine,Private,High,Low,Yes,High,Medium,,Medium,98,Yes,7,Balanced,High,,Yes,No,Visual,No,,High,A
20,F,C,87,11,Arts,Private,High,High,Yes,,High,Negative,Low,100,Yes,,Healthy,High,,No,No,Auditory,Yes,No,High,B
19,M,B,74,18,Medicine,Public,High,Low,Yes,Low,High,Neutral,Low,,Yes,4,,Low,5,No,No,Kinesthetic,Yes,,Medium,C
22,M,A,96,6,Science,Private,Low,Low,,,Low,Negative,Low,89,No,4,Balanced,Medium,6,Yes,Yes,Kinesthetic,,,High,A
22,F,B,,18,Science,,Medium,Medium,,Low,Low,Positive,High,62,No,7,,High,3,No,Yes,Auditory,Yes,Yes,High,C
,F,B,80,8,Engineering,Private,High,High,Yes,Low,High,,Medium,86,Yes,9,Healthy,Medium,9,No,Yes,Auditory,Yes,,Medium,C
18,F,C,97,8,,Private,Medium,Medium,Yes,Low,Low,Negative,Low,75,Yes,,Healthy,Low,9,No,No,Kinesthetic,No,Yes,Low,C
20,,,98,13,Engineering,Public,Medium,High,Yes,Medium,High,Neutral,Low,20,Yes,,Healthy,High,4,No,No,Kinesthetic,Yes,No,Medium,A
19,,B,92,7,Arts,Public,High,High,,High,High,,High,86,No,9,Balanced,Medium,5,No,No,Visual,Yes,Yes,Low,B
20,F,A,76,10,Science,Private,Low,High,No,Medium,High,Negative,Low,20,Yes,4,Balanced,High,9,No,No,Kinesthetic,Yes,Yes,Medium,B
20,M,A,100,10,Law,Private,Medium,,Yes,Low,High,Positive,High,79,Yes,4,Healthy,Medium,5,Yes,No,Visual,Yes,Yes,Medium,B
19,M,A,74,13,Arts,Private,Medium,Medium,No,High,,Negative,Low,60,Yes,9,Unhealthy,High,6,No,No,,No,Yes,,A
21,M,C,100,9,Engineering,Public,Medium,Medium,No,Medium,Medium,Neutral,High,88,No,9,,Medium,,Yes,,Visual,No,No,High,A
,M,C,,6,Business,Private,Low,Low,No,Low,Medium,Negative,Low,,No,6,Healthy,High,10,Yes,No,Auditory,Yes,Yes,Medium,C
22,M,A,97,9,,Private,Low,High,No,Medium,High,Negative,Medium,54,Yes,4,Balanced,High,9,Yes,No,Visual,Yes,Yes,High,A
18,F,A,74,17,Law,Private,Medium,Medium,No,Low,Low,Neutral,Low,49,Yes,5,Unhealthy,Low,5,Yes,Yes,Kinesthetic,No,,Low,B
,F,B,85,5,Medicine,Public,Low,Medium,No,Medium,Low,Neutral,Low,22,No,5,Balanced,Medium,3,Yes,No,,No,Yes,,B
21,F,B,75,18,Engineering,Private,High,High,No,,Medium,Neutral,Medium,94,No,7,Balanced,Low,4,No,Yes,,No,No,Medium,A
18,F,A,75,6,,Public,Medium,High,Yes,Medium,High,Positive,High,63,No,4,Healthy,High,4,No,,Kinesthetic,,No,,B
21,F,A,93,10,Business,Public,Medium,Medium,Yes,High,Low,Negative,Medium,71,Yes,6,Healthy,High,10,Yes,,Auditory,Yes,Yes,,B
20,M,C,97,15,Science,Private,Low,Low,Yes,High,Medium,Neutral,Low,78,No,9,Unhealthy,Low,,Yes,No,,No,No,Medium,A
,M,B,87,10,Medicine,,High,Medium,No,,,Positive,High,66,No,9,Unhealthy,High,2,No,Yes,Auditory,No,,Low,A
20,F,C,76,18,Medicine,Private,Medium,High,Yes,Low,,Positive,Medium,49,No,5,,High,2,Yes,Yes,Visual,Yes,Yes,Low,C
19,M,,96,10,Medicine,Public,High,High,No,Medium,,Neutral,Medium,27,No,5,Balanced,Medium,6,Yes,Yes,Kinesthetic,No,,,C
22,F,A,99,6,Medicine,Public,Medium,High,No,Low,Medium,Negative,High,,No,7,Balanced,Medium,10,Yes,Yes,Visual,No,,High,B
19,M,C,80,14,Business,Private,Low,High,Yes,Low,High,Negative,Medium,94,Yes,8,Healthy,Medium,3,No,Yes,Kinesthetic,No,Yes,Medium,A
18,F,C,81,,Medicine,Private,High,High,No,Medium,Low,Neutral,Low,99,Yes,4,Healthy,Medium,10,No,Yes,,No,No,Medium,B
22,F,A,70,14,Business,Public,Medium,Low,Yes,High,Medium,Negative,Medium,85,Yes,6,Balanced,High,9,No,Yes,,No,No,Low,C
19,F,A,86,14,Arts,Private,,Low,No,High,Medium,Positive,,79,No,5,Balanced,High,6,Yes,,Auditory,No,No,,A
19,F,B,73,12,Arts,Public,Medium,Low,,Medium,High,Positive,Medium,58,Yes,9,Unhealthy,Medium,9,Yes,Yes,Kinesthetic,No,Yes,Low,A
18,M,A,88,17,Science,Public,Medium,High,Yes,High,Medium,Negative,Low,,No,,Balanced,High,5,No,Yes,Auditory,Yes,Yes,Medium,
21,,C,96,13,Science,Private,High,High,Yes,Medium,Low,Neutral,Medium,31,No,4,Unhealthy,Low,4,Yes,Yes,Visual,Yes,,Low,B
22,M,,86,16,Science,Public,Low,Low,Yes,Low,Medium,Negative,Low,74,No,9,Unhealthy,High,2,Yes,No,Visual,No,No,Medium,C
19,F,,85,11,Law,Private,Low,High,Yes,High,Low,Negative,Low,24,Yes,4,Unhealthy,Low,10,Yes,Yes,Kinesthetic,Yes,Yes,Medium,B
19,F,,73,13,Business,Public,Low,Low,Yes,Medium,High,Neutral,High,39,No,9,Unhealthy,High,5,No,No,Visual,No,,Medium,B
19,F,,94,20,Engineering,Public,Low,Low,Yes,High,Low,Positive,Low,70,No,5,Balanced,High,9,Yes,Yes,Auditory,Yes,Yes,High,C
19,M,A,,,Science,Private,High,Medium,Yes,Low,Low,Positive,High,63,Yes,6,Balanced,Medium,5,No,,Kinesthetic,,Yes,High,C
19,M,,86,14,Engineering,Private,,Low,No,High,High,Negative,High,66,,5,Healthy,,8,Yes,Yes,Visual,Yes,Yes,Medium,
19,F,A,97,19,Engineering,Private,Medium,Medium,Yes,High,Low,Negative,Medium,76,No,9,,Medium,3,No,No,Auditory,,Yes,Low,A
18,F,A,89,,,Private,Low,High,No,Medium,Medium,Negative,High,55,No,7,Balanced,Medium,7,Yes,Yes,Auditory,,Yes,Medium,C
20,M,C,,14,Science,Private,High,High,Yes,Medium,High,Neutral,Low,82,No,8,Balanced,Medium,10,Yes,No,,Yes,Yes,High,
20,,C,83,8,Medicine,Public,,,Yes,High,High,Positive,High,80,No,6,Balanced,High,4,No,Yes,Auditory,No,No,Low,B
22,F,C,70,6,Science,Private,Medium,Medium,No,Medium,High,,Medium,84,No,8,Unhealthy,Low,4,No,No,Visual,No,No,Medium,A
20,M,C,97,8,Business,Private,Low,Low,Yes,Medium,Medium,Positive,Medium,43,No,6,Healthy,Low,9,,Yes,Visual,,Yes,,C
22,M,C,71,10,Business,Public,High,Medium,,Medium,Low,Neutral,Low,91,Yes,5,Balanced,High,2,Yes,No,,No,No,Low,
22,F,C,,20,Engineering,Public,Medium,High,No,Low,Low,Neutral,High,20,Yes,9,Unhealthy,Medium,10,Yes,No,Visual,No,Yes,Low,A
22,,C,94,16,Law,Private,High,Low,No,High,High,Positive,Medium,70,No,5,Healthy,Medium,9,Yes,Yes,Kinesthetic,Yes,Yes,Medium,C
19,M,B,,,Business,,High,Medium,No,High,High,Positive,Low,32,No,8,Balanced,High,9,Yes,No,Auditory,Yes,Yes,Medium,C
22,F,A,92,19,Arts,Private,High,Low,,Medium,,Neutral,High,34,,5,Balanced,,5,No,Yes,Visual,,Yes,Low,B
18,F,C,91,14,Medicine,Private,Medium,High,No,Low,High,Neutral,Low,100,No,9,Healthy,High,6,No,No,Visual,No,No,Medium,A
21,M,C,99,19,Arts,,Low,High,Yes,High,Medium,Negative,,32,No,7,Balanced,High,6,No,,Visual,No,No,Medium,
22,M,A,80,16,Business,Private,Low,High,No,High,Low,Neutral,Low,91,Yes,6,Balanced,,5,Yes,Yes,Auditory,No,Yes,Low,B
21,F,A,,16,Medicine,Public,Low,High,,Low,,Neutral,Medium,,Yes,8,Unhealthy,High,9,Yes,Yes,Kinesthetic,Yes,Yes,High,B
22,F,C,97,19,Medicine,Private,High,Low,No,Low,Low,Positive,Low,77,,7,Healthy,Medium,3,,No,Auditory,Yes,No,Low,A
19,M,C,97,9,Business,Private,High,High,Yes,Medium,,Neutral,Medium,50,Yes,9,Unhealthy,Medium,,,No,,Yes,No,Low,C
22,F,,91,,Medicine,Private,High,High,Yes,High,High,Positive,High,86,No,6,Balanced,,6,Yes,Yes,Kinesthetic,No,No,Low,B
,M,C,78,7,Business,,Medium,Low,No,Low,Medium,Positive,High,28,Yes,,Unhealthy,High,7,No,Yes,,Yes,Yes,Medium,C
18,F,C,92,6,Science,,High,Low,No,,Low,Neutral,Medium,77,No,9,Balanced,High,,Yes,Yes,Visual,No,No,Low,B
,M,A,100,10,Engineering,Private,High,Low,No,Low,High,Neutral,High,71,Yes,8,Healthy,High,9,Yes,Yes,Visual,No,No,High,A
20,M,B,,,,Private,Medium,High,Yes,High,Medium,Negative,Medium,100,Yes,7,Balanced,Low,4,No,Yes,Auditory,No,Yes,Medium,B
21,M,B,,8,Law,Public,Medium,High,No,Medium,High,Negative,High,73,No,,Balanced,High,6,Yes,Yes,Auditory,Yes,No,Low,B
19,F,C,89,13,Medicine,Private,,Medium,Yes,Medium,Medium,Positive,High,40,Yes,,Balanced,Low,10,Yes,No,Visual,Yes,No,Low,B
20,M,B,84,13,Medicine,Private,Low,High,,High,Medium,Neutral,High,37,Yes,4,Unhealthy,Medium,3,No,,Auditory,No,Yes,High,C
,F,C,94,12,Engineering,Private,High,High,Yes,Medium,Low,Neutral,Low,80,Yes,5,Healthy,Low,5,No,No,Auditory,Yes,Yes,Medium,C
21,M,A,90,6,Engineering,Public,,Low,Yes,High,,Negative,Low,,No,9,Unhealthy,,2,Yes,No,Kinesthetic,Yes,Yes,,C
19,F,C,100,6,Law,Public,Low,Medium,No,Low,High,Positive,Low,91,Yes,5,,Medium,7,,,,Yes,,Medium,A
18,M,A,89,19,,,High,High,Yes,High,Medium,Positive,Low,,Yes,8,Healthy,Medium,2,No,No,Visual,,Yes,High,B
22,F,C,96,7,Business,,High,Medium,Yes,High,Medium,Neutral,High,76,Yes,7,Unhealthy,Low,7,,No,Kinesthetic,Yes,Yes,Low,A
19,F,C,84,14,Arts,Public,Low,,,High,High,Negative,Medium,71,Yes,8,Unhealthy,Medium,6,Yes,Yes,Auditory,No,Yes,High,A
21,F,A,86,17,Law,Private,High,Low,,,High,Positive,High,,No,5,Healthy,Low,5,Yes,Yes,Kinesthetic,No,Yes,Medium,B
20,,C,,10,Medicine,Private,High,High,Yes,Medium,High,Negative,Medium,60,Yes,,,High,,Yes,Yes,,Yes,No,Medium,A
22,M,C,86,14,,,Medium,Medium,Yes,Medium,High,Positive,Medium,45,No,5,Balanced,Low,8,Yes,No,Kinesthetic,Yes,,Low,A
20,F,C,90,10,,Private,Medium,Low,Yes,Low,High,Negative,Low,49,Yes,6,Healthy,Low,4,No,Yes,,Yes,Yes,High,
18,F,A,96,5,Medicine,Private,Medium,High,No,High,High,Positive,Low,44,Yes,8,Balanced,Low,7,Yes,Yes,Auditory,No,No,High,A
22,F,,,,,Public,High,Low,,Low,Low,Positive,High,56,No,7,Unhealthy,Medium,2,No,No,Kinesthetic,No,Yes,High,
20,M,B,,7,Business,Public,High,Medium,Yes,Low,,,Medium,,Yes,5,Healthy,High,4,No,,Kinesthetic,Yes,Yes,Low,C
21,F,A,76,18,Arts,Public,Medium,High,No,High,Medium,Neutral,,,No,6,Healthy,High,6,Yes,No,Visual,Yes,No,Low,B
18,F,C,,15,Business,Private,High,Low,No,Medium,Medium,,Low,83,Yes,7,Unhealthy,,3,No,No,Visual,Yes,No,Low,A
19,M,B,81,,Science,Public,Low,High,No,Medium,,Neutral,Medium,36,No,9,Balanced,Low,4,Yes,Yes,,Yes,,Medium,A
21,F,C,71,,Science,Public,High,Low,No,Low,Low,Negative,Medium,58,No,,,,5,Yes,Yes,Kinesthetic,,,Medium,B
19,M,A,87,15,Law,Private,Medium,High,No,High,,Positive,Low,100,Yes,6,Balanced,Medium,,No,Yes,Auditory,Yes,,Medium,C
18,M,B,76,20,,Public,Low,High,No,Medium,High,Negative,Low,56,No,7,Healthy,,9,Yes,Yes,Visual,Yes,Yes,Medium,A
18,F,B,95,5,Medicine,Public,Medium,Low,No,,Medium,Positive,High,25,Yes,5,Unhealthy,Medium,7,Yes,No,Auditory,No,No,High,C
21,F,A,98,16,Medicine,Public,Low,High,No,Low,Low,Positive,,87,Yes,,Unhealthy,High,3,No,No,Visual,No,Yes,Medium,B
18,F,A,100,19,,Private,High,Low,No,Low,Medium,Positive,Low,95,No,9,Unhealthy,Low,5,No,Yes,Visual,No,Yes,High,A
22,F,C,92,20,Engineering,Private,Medium,Low,No,Medium,High,,Medium,63,Yes,,Balanced,Medium,9,No,Yes,Visual,No,No,,A
20,F,C,76,6,Business,Private,Medium,Low,Yes,High,High,Positive,,,Yes,6,Balanced,High,4,No,Yes,Auditory,No,Yes,Low,A
18,M,C,97,7,Engineering,Private,Low,Medium,No,Medium,Medium,Neutral,Low,44,Yes,8,Balanced,,6,Yes,No,Visual,Yes,Yes,High,C
21,F,C,95,5,Science,Private,High,High,Yes,Low,High,Negative,Low,61,No,,Unhealthy,Medium,5,No,Yes,Auditory,Yes,Yes,Medium,A
22,F,C,93,13,Law,,High,Medium,Yes,Medium,Low,Negative,,70,No,8,Balanced,,9,No,No,Visual,No,Yes,Low,C
22,F,C,78,17,Business,Public,Low,High,Yes,Medium,Low,Negative,Medium,90,Yes,4,Unhealthy,Medium,8,No,No,Visual,Yes,Yes,Low,B
21,F,A,71,6,Arts,Public,Low,High,Yes,Medium,,Negative,Medium,60,,6,Balanced,Low,6,Yes,Yes,Auditory,Yes,No,Low,A
22,M,B,73,18,,Private,Low,Low,,Low,Low,Positive,High,21,No,4,Balanced,High,6,Yes,,Kinesthetic,Yes,No,High,B
18,M,C,71,18,Law,Public,Medium,High,Yes,Medium,High,Negative,Medium,28,Yes,9,Balanced,,6,No,No,Kinesthetic,No,,High,C
18,,C,78,20,Science,Private,Low,Medium,Yes,Medium,Low,Negative,,55,Yes,4,,Low,8,No,No,Visual,Yes,,High,A
19,,C,94,13,Medicine,Public,Low,Medium,Yes,High,Low,Negative,High,84,,7,Healthy,High,5,Yes,No,Auditory,Yes,Yes,,C
20,M,B,75,12,Medicine,Private,Medium,High,Yes,Medium,High,Positive,Medium,51,Yes,7,Unhealthy,Medium,6,Yes,Yes,Visual,Yes,Yes,,C
21,F,A,93,8,Arts,Private,Medium,Low,Yes,,Medium,Positive,,30,No,4,Healthy,Low,9,No,Yes,Kinesthetic,Yes,Yes,Medium,A
22,,B,99,6,Arts,Private,Medium,Medium,Yes,Low,High,Negative,,,No,8,Unhealthy,High,8,Yes,Yes,Auditory,,Yes,High,B
18,F,B,,13,Business,Private,Medium,,Yes,High,Medium,Positive,High,31,,5,Healthy,,4,Yes,Yes,Auditory,Yes,Yes,Medium,A
20,M,A,86,14,Business,,Medium,High,Yes,Medium,High,Positive,Low,61,Yes,7,,Medium,7,Yes,No,Auditory,Yes,No,Medium,A
20,F,A,97,,Business,Public,Medium,Low,,High,Medium,Neutral,Medium,57,Yes,6,,Medium,7,No,Yes,Auditory,Yes,Yes,Medium,A
19,M,,93,6,Science,Public,Low,Low,Yes,High,Low,Neutral,High,26,Yes,5,Unhealthy,Low,10,No,No,Visual,,No,High,C
20,M,,70,12,Science,Public,High,Medium,No,High,Medium,Positive,,54,Yes,6,Unhealthy,High,7,Yes,,Auditory,No,Yes,Low,A
20,M,,85,20,Arts,Private,High,High,No,Medium,Medium,Neutral,,88,No,7,Balanced,Low,4,Yes,Yes,Kinesthetic,No,Yes,,C
19,,,81,10,Science,Private,High,Medium,Yes,Low,Medium,Positive,Low,29,Yes,6,Healthy,Medium,,Yes,Yes,Kinesthetic,Yes,No,Medium,B
21,M,,74,9,Arts,Public,Low,High,Yes,Medium,Medium,Neutral,Medium,64,No,9,Balanced,High,5,No,Yes,Kinesthetic,,Yes,High,C
21,M,B,90,15,Engineering,Public,Low,Low,Yes,Low,Low,Negative,,87,Yes,,Unhealthy,Low,8,No,Yes,Kinesthetic,Yes,No,Low,C
20,F,A,81,18,Business,,Low,Medium,No,Low,Low,Negative,Low,78,No,4,Unhealthy,High,5,Yes,No,Kinesthetic,Yes,No,High,C
19,F,C,89,,Science,Private,High,Low,Yes,High,High,Neutral,High,52,Yes,8,Healthy,Low,10,Yes,,Kinesthetic,Yes,Yes,Medium,C
18,M,C,82,10,,Public,High,High,No,Low,Low,Negative,Medium,63,No,6,Healthy,Low,9,No,Yes,Auditory,No,No,High,A
20,F,C,92,9,Law,Public,High,High,No,Low,Medium,Neutral,Medium,21,No,6,,Medium,6,,No,Visual,No,No,Low,A
22,M,A,99,16,,Private,Medium,High,Yes,,Low,Negative,Medium,66,Yes,8,Healthy,Medium,7,No,Yes,Visual,Yes,No,Medium,C
,M,B,89,7,Engineering,Private,High,Low,Yes,Medium,Low,Negative,High,62,No,7,Healthy,High,9,No,Yes,Visual,No,Yes,Low,B
21,F,C,89,6,Science,Private,Low,High,Yes,High,Medium,Positive,High,,Yes,4,Balanced,Medium,2,No,Yes,Kinesthetic,No,No,High,C
18,M,C,,,Medicine,Private,Low,Medium,No,High,Low,Positive,Low,57,Yes,7,Healthy,Medium,6,No,Yes,Kinesthetic,Yes,No,Medium,C
,F,B,91,14,,Public,,Medium,No,High,Low,Negative,High,54,,4,,Medium,,No,Yes,Kinesthetic,Yes,No,Medium,B
19,F,A,87,5,Business,Private,Medium,High,Yes,,High,Neutral,High,72,Yes,7,Healthy,Low,7,Yes,No,Kinesthetic,No,Yes,,A
,M,C,70,9,Medicine,Private,High,High,,,Low,Positive,High,45,Yes,,Healthy,Medium,4,,No,,Yes,No,,B
22,F,A,83,17,Arts,Private,Medium,Low,No,,High,Positive,,66,Yes,5,Unhealthy,High,,,Yes,Kinesthetic,Yes,No,Medium,C
18,M,C,97,,Engineering,Public,Medium,High,,Low,High,Negative,High,46,,8,Healthy,Low,3,Yes,Yes,Auditory,Yes,Yes,Medium,C
22,F,A,,17,Engineering,Public,,Medium,Yes,High,Medium,Positive,Low,92,,7,Unhealthy,Medium,5,No,No,Visual,No,Yes,Medium,B
20,F,B,84,7,Law,Private,Low,High,Yes,Low,Medium,Positive,Medium,58,Yes,,Balanced,Medium,4,,Yes,Auditory,No,Yes,Low,C
21,F,,84,5,Arts,Public,High,Low,No,Medium,Medium,Positive,Medium,,Yes,4,Unhealthy,Low,7,No,No,Kinesthetic,Yes,No,High,A
18,F,B,84,11,Medicine,,Low,High,No,Medium,Medium,Neutral,Low,31,No,4,Healthy,Medium,7,,Yes,Visual,Yes,No,Low,A
18,F,B,73,9,Medicine,,Medium,Low,Yes,High,Medium,Negative,Medium,49,No,,Healthy,Medium,4,Yes,No,Auditory,Yes,No,Low,
19,F,B,82,16,,Public,High,High,Yes,Low,High,Neutral,Medium,21,Yes,7,Balanced,High,4,Yes,Yes,Auditory,Yes,Yes,Medium,C
22,F,A,90,15,Medicine,Private,High,Medium,Yes,Low,High,Negative,Medium,59,Yes,5,Balanced,Low,10,No,Yes,Visual,Yes,No,Medium,B
20,M,C,90,,Law,,Medium,Low,Yes,,Low,Negative,High,66,No,4,,Medium,9,Yes,Yes,Auditory,No,Yes,Low,C
22,M,C,89,9,Engineering,Public,Low,Low,,High,Medium,,,22,Yes,8,Healthy,Medium,7,Yes,Yes,Kinesthetic,No,Yes,Low,A
20,M,B,80,15,Science,,Medium,,No,Medium,Low,Neutral,High,74,No,8,Healthy,Medium,5,Yes,,Auditory,Yes,No,Medium,C
21,M,B,87,19,Science,Private,Medium,High,No,High,Medium,Neutral,Low,31,,,Balanced,High,8,Yes,Yes,Kinesthetic,No,Yes,Medium,C
21,F,C,,8,Business,Public,Low,Low,No,Low,High,Positive,High,69,No,8,Unhealthy,High,6,No,Yes,Kinesthetic,No,Yes,Medium,C
20,M,A,98,15,Business,Public,High,Medium,Yes,,High,Negative,High,63,No,9,Healthy,High,7,Yes,No,Kinesthetic,No,No,Medium,A
20,M,C,99,13,Engineering,Private,,Low,No,Medium,Low,Positive,,,No,6,Unhealthy,Low,4,No,No,Auditory,Yes,Yes,Low,A
18,,A,95,10,Business,Private,Medium,High,Yes,Low,High,Negative,High,39,Yes,9,Balanced,,2,Yes,No,Visual,Yes,,Low,B
18,F,B,,7,Business,Private,Low,Medium,Yes,High,Medium,Neutral,,38,Yes,4,Healthy,Low,8,Yes,No,Visual,No,Yes,High,A
20,M,C,81,10,Engineering,Public,High,High,Yes,High,Low,Positive,Medium,55,Yes,9,Unhealthy,Medium,2,Yes,Yes,Visual,No,Yes,Low,B
20,F,C,96,8,,Public,High,High,Yes,High,,Neutral,Low,53,Yes,5,Unhealthy,High,3,Yes,Yes,Auditory,Yes,No,Low,A
22,F,B,81,,Medicine,Private,Medium,Medium,Yes,High,High,Negative,,22,,,Balanced,High,,No,No,Visual,Yes,No,Medium,A
,M,,99,,Law,Private,Medium,High,No,,High,Negative,Medium,94,No,8,Healthy,Low,9,No,Yes,Auditory,Yes,No,Medium,C
21,M,A,90,13,Arts,Public,Low,High,Yes,Low,Medium,Neutral,High,90,Yes,9,Healthy,Low,2,Yes,No,Auditory,No,Yes,Low,B
18,F,,75,6,Engineering,Public,Low,Medium,,Medium,Low,Positive,High,95,Yes,8,Balanced,High,2,Yes,Yes,Kinesthetic,No,,High,A
21,M,A,89,,Business,Private,High,Low,No,Medium,Medium,Negative,Low,95,No,8,Unhealthy,Medium,4,Yes,Yes,Visual,No,No,Low,A
21,M,B,,9,Engineering,Private,Medium,Medium,Yes,Low,Low,Negative,Low,84,Yes,5,Unhealthy,Low,9,,No,Kinesthetic,No,No,High,A
21,M,C,90,,Arts,Private,High,Medium,No,Medium,Low,Positive,High,89,Yes,4,Healthy,Low,10,Yes,Yes,Auditory,No,Yes,Low,B
,F,B,88,9,Law,Private,Low,Low,Yes,Low,Low,Neutral,Medium,64,Yes,6,Unhealthy,High,4,Yes,No,Auditory,Yes,No,Low,C
22,M,A,96,15,Engineering,Private,Medium,Low,Yes,Low,,Neutral,Medium,52,Yes,8,Balanced,Medium,4,Yes,Yes,Kinesthetic,,No,Low,A
19,M,C,,15,Medicine,Private,High,Low,Yes,,High,Negative,Medium,51,No,4,Unhealthy,High,6,No,Yes,Visual,No,No,Low,
18,F,A,88,11,Engineering,Public,High,Low,,Medium,Low,Negative,High,55,Yes,9,Unhealthy,Low,4,Yes,No,Visual,Yes,No,High,C
18,F,,98,19,,,Low,Medium,No,High,High,Neutral,Medium,27,No,4,Balanced,Medium,8,Yes,No,Auditory,Yes,Yes,Low,B
21,M,B,84,11,Arts,Public,Medium,Medium,No,Low,High,Negative,High,28,No,6,Balanced,Low,7,No,,Visual,,No,Medium,A
21,M,C,78,12,Science,,High,Medium,Yes,High,Low,Negative,Medium,66,Yes,8,Unhealthy,Medium,2,No,Yes,Visual,No,,High,B
18,M,B,75,8,Business,Private,Low,Medium,No,Low,High,Positive,High,82,Yes,5,Balanced,High,9,,Yes,Kinesthetic,No,No,Medium,A
18,F,B,87,12,Business,Private,High,,No,Low,Medium,,Medium,66,No,8,Healthy,Low,9,Yes,Yes,Auditory,Yes,No,Medium,B
18,M,,75,11,Medicine,Private,Medium,Low,No,Medium,High,Neutral,High,67,No,8,Balanced,Low,10,No,,Kinesthetic,No,No,High,B
19,F,B,86,,Arts,Private,Medium,High,Yes,Low,Low,Negative,Medium,,No,6,Unhealthy,Low,4,No,Yes,Kinesthetic,Yes,No,High,C
19,F,,73,15,Science,Public,High,,No,Low,Low,Neutral,High,52,No,4,Unhealthy,Medium,10,Yes,No,Kinesthetic,Yes,Yes,Low,C
22,F,,74,12,Law,Public,High,Medium,Yes,,High,Negative,Medium,,No,4,Balanced,Medium,3,Yes,No,Auditory,No,No,High,A
20,M,B,79,14,Law,Public,Low,High,No,High,High,,Medium,92,,4,Healthy,High,7,No,Yes,Visual,No,No,Low,B
22,M,B,86,19,Arts,Private,Medium,Low,Yes,Low,High,Negative,Low,86,No,5,Healthy,High,10,Yes,Yes,Auditory,Yes,No,Medium,A
20,F,B,97,13,,Public,Medium,High,Yes,High,Medium,Negative,High,39,No,4,Healthy,Low,7,No,Yes,Auditory,Yes,Yes,High,B
21,M,C,80,18,Business,,High,Medium,Yes,,Medium,Neutral,,29,Yes,9,Balanced,Low,7,No,No,Auditory,No,,Medium,B
22,F,B,76,10,,Private,Low,Medium,Yes,Low,High,,Low,,Yes,6,,High,8,No,No,Kinesthetic,Yes,Yes,High,B
21,M,C,76,15,Law,Public,Low,High,Yes,High,Low,Neutral,High,81,Yes,9,Balanced,High,6,Yes,No,Auditory,,Yes,High,B
18,F,A,89,16,Business,Public,Medium,High,No,Low,High,Neutral,High,89,No,7,Balanced,Low,8,,Yes,Auditory,No,Yes,Low,A
